Transaction Type,Amount,Sender ID,Sender Balance,Transaction Time,Receiver ID,Receiver Balance,Device Type,IP Address,Latitude,Longitude,Is Fraudulent
TRANSFER,30569.31,C730291513,34792.46,19:11,M222655758,84551.78,Web,190.214.86.245,20.607213,-149.489291,0
PAYMENT,15666.16,C356165519,11694.89,4:32,M427899285,37330.61,Desktop,117.162.45.157,-20.932207,-113.128668,0
WITHDRAWAL,26873.59,C792842747,55491.26,4:11,M286009450,48964.2,Desktop,225.125.168.23,65.794002,162.663102,0
TRANSFER,6835.37,C975331448,96382.91,15:26,M512256916,50543.8,Web,135.116.191.225,-10.106686,-119.788745,0
WITHDRAWAL,1552.73,C917178325,29208.99,17:18,M336791759,27485.29,Mobile,209.127.154.200,49.058575,-1.687197,1
WITHDRAWAL,5669.42,C222628457,77511.3,11:34,M387643522,82328.28,Mobile,204.194.122.149,-50.662452,-26.944313,0
WITHDRAWAL,41505.24,C906751081,29770.89,14:16,M365785059,99931.27,Desktop,230.219.32.122,65.752285,-137.74103,0
PAYMENT,10501.81,C892005907,68913.36,19:40,M731278472,86104.87,Desktop,52.167.45.210,-52.808462,-105.500621,0
PAYMENT,28508.02,C671532152,59685.77,22:18,M401812742,16837.74,Desktop,156.78.253.229,2.594698,144.055904,0
PAYMENT,6788.09,C905407446,41159.62,8:55,M943629337,5928.59,Web,42.189.231.43,-45.058096,76.102146,0
PAYMENT,38076.06,C826101325,48945.87,8:40,M521659217,57742.55,Desktop,106.125.29.172,53.027754,96.798325,0
TRANSFER,25785.52,C398742558,93633.61,15:20,M845932321,36907.12,Web,10.232.208.226,41.890325,83.135497,0
TRANSFER,31745.68,C848708337,85010.62,12:13,M484638726,79567.79,Desktop,221.64.136.78,-31.884273,-77.906493,0
WITHDRAWAL,28900.9,C707890457,78830.37,1:2,M621127607,89415.47,Mobile,170.210.224.127,-87.069357,154.595835,0
PAYMENT,22069.88,C100725768,20231.82,4:56,M559346003,68859.19,Web,87.50.233.248,67.787107,-146.397606,0
TRANSFER,12526.96,C499264207,90380.03,12:40,M813510897,16552.51,Desktop,195.189.203.69,-12.738431,-147.168293,0
PAYMENT,64.3,C611967311,13269.98,21:28,M183686071,22619.09,Mobile,12.188.97.219,-68.293118,129.722505,0
WITHDRAWAL,6617.44,C176051319,38306.99,3:6,M345829826,73076.34,Desktop,104.235.86.45,-21.110211,112.812453,0
PAYMENT,32082.39,C827070406,6841.16,19:41,M253387313,56329.12,Mobile,122.99.194.64,23.054407,-125.505313,0
TRANSFER,30807.64,C575006056,8668.8,3:37,M333264702,10046.51,Web,108.99.119.90,52.393799,-90.796905,1
WITHDRAWAL,4221.59,C694205108,60000.79,22:1,M745317824,60759.31,Web,234.87.62.142,19.246837,-112.087252,0
TRANSFER,14784.15,C158593156,89791.26,15:24,M941600554,95467.15,Mobile,71.137.173.162,-77.21784,139.94083,0
PAYMENT,49344.26,C439809925,38683.82,13:23,M241715543,83897.33,Web,184.54.205.130,81.801537,97.332138,0
PAYMENT,29372.3,C114810579,21574.29,12:32,M381519299,92257.93,Desktop,170.192.138.206,-15.222241,72.65183,0
PAYMENT,32030.46,C677303044,15268.04,2:32,M761475488,8359.71,Mobile,216.49.147.93,-19.668329,48.345929,0
WITHDRAWAL,34055.97,C170990535,69867.59,7:3,M433041955,72995.84,Mobile,32.246.121.39,-8.393068,39.179666,1
TRANSFER,33307.32,C806578337,17564.59,4:44,M895275666,1266.5,Mobile,51.137.253.98,4.140965,101.875357,1
WITHDRAWAL,12969.76,C499291766,74977.64,23:56,M236290703,87346.01,Mobile,207.240.17.95,55.279412,-82.086986,0
PAYMENT,13154.85,C719175016,7707.0,11:3,M773808249,45519.78,Desktop,229.155.52.104,-61.684203,98.398423,0
WITHDRAWAL,33709.28,C223838514,74078.0,0:15,M345247378,256.85,Mobile,130.103.108.245,-62.98476,155.217628,0
PAYMENT,27647.71,C866673993,65570.33,7:26,M895283876,22451.53,Web,91.79.221.29,12.876473,-137.015665,0
WITHDRAWAL,45098.03,C292569534,80433.8,12:4,M339643129,98141.39,Desktop,231.82.208.226,-34.074401,-148.901212,0
TRANSFER,408.38,C315469014,56380.67,19:15,M413097844,30390.93,Desktop,104.161.136.207,49.659472,83.686801,0
WITHDRAWAL,38026.51,C363202977,637.79,7:34,M261669421,41003.61,Desktop,172.224.187.234,-88.272932,-59.393747,0
WITHDRAWAL,18819.98,C892510222,30751.06,7:26,M880841206,20519.44,Desktop,25.46.192.81,-73.255205,151.658785,0
WITHDRAWAL,20658.71,C499960213,97455.48,3:32,M592265554,8490.24,Mobile,173.219.110.29,16.541237,-157.578169,0
WITHDRAWAL,48211.27,C354231714,26099.09,12:44,M413184748,31500.89,Web,93.91.125.79,-47.949979,159.679687,0
PAYMENT,38999.05,C727825475,15541.06,14:20,M217008688,16437.5,Desktop,40.147.101.207,-52.625479,-69.009221,0
TRANSFER,42625.58,C197088689,80759.69,22:44,M269238221,30421.5,Web,20.65.223.229,-30.997141,-147.163355,0
PAYMENT,48420.32,C525464250,4895.06,5:1,M651323128,29884.07,Desktop,228.125.152.201,9.021761,-145.8989,1
PAYMENT,40196.8,C250101639,1195.69,7:8,M230409444,83037.23,Mobile,220.112.105.185,23.453559,52.086606,0
WITHDRAWAL,29310.08,C972680546,2180.02,20:28,M180516876,6447.2,Mobile,33.241.226.222,55.599698,-135.890043,0
TRANSFER,2541.38,C716203465,82168.54,0:24,M565098113,39499.87,Web,119.54.100.64,73.494759,-81.006563,0
TRANSFER,44172.36,C137204552,61917.65,9:31,M759391912,24578.48,Desktop,235.150.132.25,-74.210121,-42.114501,0
TRANSFER,9980.9,C955984774,24914.78,17:50,M664588547,99408.73,Mobile,107.210.192.101,-3.656801,101.316638,0
TRANSFER,45634.72,C639440654,38838.13,10:38,M445320116,17981.59,Mobile,17.239.217.209,-39.43212,111.115398,0
TRANSFER,26476.32,C923390510,99960.57,3:15,M727053322,97397.99,Web,71.78.146.218,52.422698,85.34165,0
PAYMENT,28788.85,C956191734,35480.46,5:11,M517065508,83922.23,Mobile,161.91.216.198,35.572781,149.032801,0
PAYMENT,35175.61,C477615830,56360.65,6:53,M709511014,56310.89,Desktop,148.89.54.135,-83.166527,-159.779528,0
WITHDRAWAL,10948.26,C665269791,68.35,6:51,M613236768,91789.62,Mobile,97.193.55.245,54.4364,132.558155,0
PAYMENT,1105.43,C729866807,91722.41,16:55,M856661933,77436.65,Desktop,255.28.105.190,79.546178,-37.585598,0
PAYMENT,16834.69,C446392556,97586.07,13:50,M246513857,73235.2,Web,255.134.176.91,-58.643519,168.747443,0
WITHDRAWAL,44481.11,C758965006,35682.55,5:24,M945026004,66553.17,Desktop,197.186.85.42,-58.012508,-179.352754,0
WITHDRAWAL,47435.42,C520478827,96518.39,19:20,M927672827,3238.27,Web,66.173.154.36,78.603803,-129.368387,0
WITHDRAWAL,3899.55,C472384530,16788.74,2:52,M443080569,88532.03,Web,181.173.196.236,-29.565096,-175.897577,0
PAYMENT,12484.55,C172794091,25665.79,0:3,M476326283,10803.46,Desktop,122.197.117.52,69.21936,-2.490482,0
TRANSFER,17568.05,C503026384,82880.7,18:41,M208908082,78873.0,Web,67.51.125.28,53.855022,-167.971397,0
PAYMENT,15942.66,C212447665,34180.82,5:46,M179672074,88793.13,Mobile,150.251.239.33,-29.168895,174.699396,0
TRANSFER,35228.19,C563129902,16499.72,5:3,M801835431,88975.33,Mobile,94.62.58.114,35.495407,79.933718,0
WITHDRAWAL,27010.87,C809311588,29740.06,12:36,M402283096,9591.59,Web,225.135.49.23,-25.050794,-26.061855,0
TRANSFER,41196.63,C771186296,48032.84,6:10,M744476518,9698.69,Web,84.30.131.226,-69.208394,102.555566,0
TRANSFER,24459.95,C809786356,9113.69,5:23,M384546308,54412.6,Desktop,104.57.124.21,-42.606726,-12.579136,0
PAYMENT,41855.57,C705855162,15113.07,3:5,M166184772,69647.1,Web,98.216.148.115,84.726997,32.301519,0
WITHDRAWAL,3058.58,C515652006,52258.23,21:55,M978755907,96562.77,Desktop,156.235.70.131,-36.20662,-37.870429,0
WITHDRAWAL,1746.08,C713342728,80045.03,19:9,M654928450,67753.49,Mobile,253.203.124.54,80.831067,-119.820677,0
PAYMENT,40424.95,C235491190,42337.49,13:12,M145822897,98827.99,Web,47.223.162.76,-32.445092,81.757083,0
PAYMENT,4360.5,C697391512,55205.42,16:29,M526656677,85662.42,Mobile,211.189.169.160,4.061162,-28.94622,0
TRANSFER,7490.62,C708375597,58267.71,3:59,M731289471,96483.17,Mobile,154.209.35.211,-38.503286,12.828053,0
TRANSFER,43895.9,C383614547,65478.77,15:2,M511289794,57202.32,Mobile,80.113.46.168,19.557948,69.718051,0
PAYMENT,19795.68,C455939049,23757.93,8:57,M841433502,74574.98,Desktop,15.96.219.213,-35.450108,-79.075205,0
TRANSFER,42913.16,C835354265,97249.66,9:47,M205460113,22795.74,Desktop,208.221.92.78,41.183894,37.792488,0
PAYMENT,9404.91,C326978821,40717.04,16:55,M984730446,48446.03,Desktop,220.24.141.212,-61.38496,-67.995686,0
WITHDRAWAL,20175.22,C938073130,87933.26,6:56,M662948033,2894.82,Mobile,224.24.73.18,-7.83924,150.491185,0
WITHDRAWAL,9963.5,C495514868,46421.85,3:43,M984233149,39694.23,Mobile,71.105.135.162,-9.701382,165.787336,0
TRANSFER,29348.14,C475551835,16351.36,23:53,M469634556,89449.19,Web,33.82.17.108,-81.062812,127.375678,0
PAYMENT,42856.99,C795118868,67769.52,13:32,M341712209,26908.36,Mobile,231.209.206.184,-88.398363,148.145558,0
WITHDRAWAL,8668.3,C959922040,22377.0,9:45,M109087862,60834.39,Web,174.80.118.239,-22.234419,-54.464688,0
TRANSFER,10918.27,C424425818,52063.79,18:6,M827133833,62360.61,Mobile,140.179.225.224,-22.638643,53.043163,0
WITHDRAWAL,14141.02,C834883010,48173.84,8:40,M216076355,33628.37,Desktop,230.80.76.177,37.99688,141.254567,0
TRANSFER,9426.12,C655439758,24030.21,19:25,M921921869,5677.47,Web,91.184.45.194,-85.418051,-0.945782,0
TRANSFER,12978.72,C549431487,38827.49,22:36,M534434754,3531.9,Mobile,97.195.192.66,33.53726,49.792892,0
TRANSFER,45327.26,C821413281,50731.49,21:56,M484933362,84541.92,Web,56.85.34.130,-66.970055,-86.885334,0
WITHDRAWAL,38148.28,C296568144,89959.12,7:22,M829835592,65443.46,Mobile,200.233.88.117,51.856279,-60.725831,0
TRANSFER,29282.68,C597959181,47053.66,18:37,M226466892,86639.34,Web,28.130.237.59,0.085927,132.299192,1
TRANSFER,26496.63,C543570539,87084.91,6:21,M158048598,15077.85,Desktop,155.238.242.127,-64.219653,130.46182,0
PAYMENT,38949.27,C623535947,63103.28,20:3,M457158145,17682.43,Mobile,125.80.63.204,49.237609,27.46041,0
PAYMENT,24483.96,C919876144,8804.13,20:27,M937252824,61447.97,Desktop,119.132.108.11,-83.209443,-108.21087,0
TRANSFER,47503.93,C445973716,83322.87,21:0,M912659064,19057.67,Web,197.73.67.187,67.857324,-67.646786,0
PAYMENT,19183.69,C732080338,16702.02,9:18,M428688580,82384.38,Desktop,196.143.162.144,-29.189673,139.670656,0
PAYMENT,17143.21,C626325353,75011.56,12:1,M485742696,16488.35,Mobile,67.196.43.64,42.133791,32.289421,0
PAYMENT,6166.87,C863548641,79212.72,20:16,M798512415,37519.24,Web,169.22.162.22,29.154585,55.284343,0
PAYMENT,2421.27,C224328383,44431.43,8:30,M547509357,12359.51,Web,49.62.187.185,23.456041,-71.598076,1
WITHDRAWAL,5057.98,C658677789,62279.78,13:53,M389885759,70072.63,Mobile,140.194.168.40,-39.112782,102.513624,0
TRANSFER,9940.35,C314479266,26299.39,6:22,M935327024,52314.61,Web,114.85.51.20,8.664977,147.728386,0
WITHDRAWAL,46656.89,C454982932,273.8,3:53,M351798116,67163.31,Web,181.136.48.253,-73.785119,4.213925,0
WITHDRAWAL,36181.58,C374762050,23116.03,9:16,M791851361,98866.59,Desktop,22.35.218.54,67.345281,126.809527,0
TRANSFER,40081.79,C435766697,73854.02,1:0,M557408869,9499.85,Mobile,179.175.53.94,-25.645067,-22.422774,0
WITHDRAWAL,13422.79,C887125715,37262.22,3:25,M199805719,34272.27,Desktop,126.79.223.108,34.182438,-7.831796,0
TRANSFER,32445.84,C955675121,11305.66,1:54,M279077296,69616.99,Mobile,36.116.243.161,-3.118527,24.819635,0
TRANSFER,9071.22,C507754288,35859.89,21:56,M936621291,2881.62,Web,238.43.133.245,-2.1379,139.533814,0
TRANSFER,2308.16,C380904676,31423.79,21:33,M803272515,70456.82,Web,157.195.154.67,86.0212,61.143969,0
TRANSFER,25959.79,C838993835,61823.9,23:15,M852242243,43284.79,Desktop,98.179.183.174,-20.722209,122.051888,0
WITHDRAWAL,44604.17,C758111412,1164.49,16:54,M158589922,93437.14,Desktop,228.136.232.52,-76.524256,-3.006734,1
PAYMENT,16551.43,C398668947,50692.93,12:25,M154063666,55049.56,Mobile,30.127.123.215,13.146288,-148.31285,0
TRANSFER,22358.94,C227460504,74523.9,12:26,M634050562,1776.91,Mobile,152.150.10.221,-73.638802,37.513179,0
WITHDRAWAL,31880.53,C645823493,20685.12,10:23,M703800000,67147.44,Mobile,219.67.226.126,-30.244927,96.269904,0
WITHDRAWAL,23661.95,C805627914,71591.35,21:14,M490084550,11402.34,Mobile,97.100.222.172,83.598063,-74.885917,0
WITHDRAWAL,18700.78,C214162630,89687.71,22:47,M149153870,49242.21,Web,114.37.75.166,-54.734136,-136.531509,0
TRANSFER,10787.32,C985358270,19057.88,13:2,M939043773,33793.35,Web,224.182.160.41,48.986131,-17.818345,0
WITHDRAWAL,29469.92,C641378026,96385.48,23:3,M244564312,433.76,Web,249.120.224.159,-3.072247,2.999844,0
PAYMENT,34593.97,C286455552,81524.42,21:38,M884362665,10355.4,Web,235.92.139.235,-20.760725,172.620274,0
WITHDRAWAL,38121.11,C393771337,96359.35,14:51,M527209652,97049.16,Mobile,45.115.164.189,69.558634,4.426064,0
WITHDRAWAL,27394.82,C437059145,73681.86,6:12,M864369269,55358.16,Mobile,169.192.84.185,-27.847155,62.054537,0
WITHDRAWAL,32507.82,C290924932,54249.15,22:7,M641051458,63687.74,Desktop,153.132.159.156,79.681257,75.644507,0
WITHDRAWAL,37395.96,C673273772,87747.72,0:33,M407012827,42238.64,Mobile,16.107.47.23,30.645752,-108.03513,0
PAYMENT,49176.78,C833784779,14642.84,9:13,M369037833,6203.28,Web,18.101.218.125,-71.553599,132.492735,0
WITHDRAWAL,28098.63,C340848222,64711.94,16:50,M897159606,38888.67,Web,83.187.180.22,76.767266,-40.480326,0
WITHDRAWAL,15639.57,C692839277,1296.52,19:55,M157769665,25134.11,Desktop,222.67.243.172,36.833232,53.147659,0
WITHDRAWAL,27335.29,C747881832,77614.67,9:28,M310957071,96428.98,Mobile,184.29.57.54,42.314307,-137.032628,0
PAYMENT,21431.11,C697643222,13006.65,8:0,M383725108,58398.61,Desktop,129.191.249.49,-82.810694,154.306166,0
WITHDRAWAL,2552.26,C771482340,84314.0,18:35,M761004783,30115.48,Desktop,28.210.191.91,4.571112,164.515578,0
WITHDRAWAL,3418.14,C642390322,41593.12,2:22,M271122762,53703.6,Mobile,236.64.179.94,-30.408023,-74.313231,0
WITHDRAWAL,26529.64,C702728525,75213.38,3:42,M984428681,64930.01,Desktop,124.71.241.174,20.466197,43.607411,0
PAYMENT,34130.74,C444603491,91593.24,12:16,M509495719,94498.77,Web,195.82.16.243,3.036208,97.377956,0
WITHDRAWAL,40142.81,C578413078,4385.17,6:20,M622702576,89828.16,Web,31.252.34.52,84.893179,98.394667,0
WITHDRAWAL,376.46,C170299833,67033.51,21:27,M326324885,77358.23,Mobile,62.147.222.189,68.154702,86.895013,0
TRANSFER,32331.59,C177438788,68604.35,22:21,M901967913,2375.29,Mobile,32.28.23.55,52.958662,20.910314,0
WITHDRAWAL,41082.75,C377721135,38803.26,13:20,M537692362,63021.73,Mobile,109.182.40.146,-88.938193,79.302845,0
PAYMENT,37800.47,C728791817,70088.2,16:6,M148873346,7258.94,Desktop,211.185.87.165,-74.42906,95.498727,0
TRANSFER,19076.86,C982747173,3081.92,7:8,M809446097,15632.35,Web,110.213.214.227,8.230404,165.648335,0
PAYMENT,14909.84,C953643130,64794.06,0:35,M883106302,95739.16,Web,46.41.20.11,13.089347,-38.130588,0
WITHDRAWAL,47349.5,C427159637,74829.66,11:13,M325542573,90354.64,Desktop,241.175.227.141,-64.358079,-113.76262,0
WITHDRAWAL,41739.07,C308656189,18135.8,1:54,M223075021,79966.01,Web,128.175.150.28,-37.68252,-155.749407,0
PAYMENT,9878.91,C723409836,95153.99,21:41,M623116712,35713.84,Mobile,35.82.168.27,72.021346,-65.597063,0
TRANSFER,16424.02,C808049250,69345.81,18:23,M428216558,15239.5,Desktop,255.119.53.11,-33.621339,102.83764,0
WITHDRAWAL,36993.41,C568284652,84011.01,23:21,M397082704,13430.58,Desktop,128.124.101.208,-35.015077,18.601857,0
PAYMENT,32281.12,C188018583,85871.37,17:12,M401309071,14000.17,Desktop,197.236.170.29,40.936566,141.157866,0
WITHDRAWAL,31585.01,C972568129,57890.08,6:58,M724800158,76920.03,Mobile,151.76.149.238,89.771072,-10.042578,0
PAYMENT,18297.27,C339773681,58960.08,4:29,M929084214,85716.42,Web,140.33.111.103,0.390109,58.564256,0
WITHDRAWAL,34211.24,C913043828,14037.07,18:36,M652050056,15922.24,Web,233.47.198.197,-2.969385,-50.833606,0
PAYMENT,38076.0,C348839570,26435.71,21:13,M167496657,23401.87,Web,242.212.102.109,-5.458639,-16.328358,0
PAYMENT,2004.84,C796348146,10322.5,20:53,M447968711,96844.14,Desktop,223.199.77.158,7.983011,-117.414066,0
WITHDRAWAL,18932.14,C731015334,89822.66,8:24,M801514770,7783.75,Mobile,142.113.100.219,66.189496,-4.729837,0
TRANSFER,44359.73,C107084208,88203.42,7:4,M638843355,43989.87,Web,174.81.64.48,-56.356978,-49.59974,0
WITHDRAWAL,40849.58,C809861078,41461.37,3:30,M347332488,33022.48,Web,132.132.63.161,-60.975673,120.011399,1
PAYMENT,12191.08,C237315592,59234.77,16:2,M715776454,13472.4,Web,47.24.52.76,76.040437,5.990649,0
TRANSFER,29971.88,C705165937,1862.0,21:52,M784642175,71954.73,Desktop,252.31.65.124,19.174662,-10.291156,0
TRANSFER,8536.63,C991596102,60083.87,5:39,M541057551,79461.61,Web,140.77.52.195,33.406409,152.0467,0
WITHDRAWAL,29533.89,C346760672,38546.19,6:33,M506101350,10857.01,Web,185.117.221.48,18.991983,-116.128014,0
WITHDRAWAL,29994.69,C941672107,50332.92,15:42,M670618563,11751.64,Mobile,240.164.148.221,-89.783963,157.584543,0
WITHDRAWAL,32465.09,C660540722,37037.75,16:27,M551706031,4343.83,Mobile,250.215.133.212,48.360901,-53.813587,0
WITHDRAWAL,45393.87,C998926466,57612.08,8:30,M848084089,42548.94,Mobile,242.229.31.82,17.692623,15.743168,0
TRANSFER,9459.16,C861442766,78942.25,3:33,M898483467,57798.71,Mobile,106.177.62.186,54.771688,-32.815772,0
PAYMENT,7747.38,C799624335,25363.27,13:36,M728536453,85497.69,Desktop,166.80.184.111,45.894942,-31.237863,0
WITHDRAWAL,24128.56,C497513146,55491.14,9:36,M700322425,25377.76,Desktop,208.190.111.198,-65.147667,130.97899,0
PAYMENT,37393.23,C579527597,69931.14,6:32,M940857164,16179.51,Desktop,211.96.215.150,20.524566,66.443201,0
PAYMENT,8045.29,C782767320,80436.94,15:59,M105680775,82325.55,Web,121.32.26.77,-50.081356,-151.185695,0
PAYMENT,36227.49,C530189140,65617.52,19:3,M759240529,28646.92,Mobile,173.136.122.12,-53.692696,56.47832,0
WITHDRAWAL,14307.47,C136087763,59951.49,7:39,M941770040,51581.36,Mobile,182.19.102.71,27.903441,171.232524,0
PAYMENT,49840.89,C937167377,35312.77,18:12,M528888661,39514.31,Web,13.198.190.27,75.451936,17.853355,0
WITHDRAWAL,41489.94,C725918919,34747.51,7:38,M473764425,81551.49,Mobile,126.248.113.157,-89.162739,-116.987477,0
WITHDRAWAL,5332.18,C177723844,29425.18,16:16,M640273782,94701.55,Web,218.213.157.74,34.954535,167.779964,0
WITHDRAWAL,24186.66,C361212671,33966.08,21:29,M913330750,77559.88,Web,230.17.133.39,-43.592442,-42.237631,0
PAYMENT,33848.88,C346885603,31573.07,16:34,M959166755,95544.57,Mobile,189.223.77.73,-38.287875,-36.384971,0
WITHDRAWAL,41055.52,C181635326,93139.62,11:13,M695445137,47655.55,Web,78.56.252.201,32.959316,147.573885,0
TRANSFER,36858.24,C352180476,24205.65,7:12,M889660946,26540.54,Mobile,224.168.101.49,50.208926,-136.843743,0
PAYMENT,33793.85,C812346179,61382.7,17:2,M628994865,76424.42,Desktop,105.168.90.136,71.661816,137.155409,0
WITHDRAWAL,43439.75,C626998235,98439.47,8:25,M296357164,91600.68,Mobile,202.157.42.23,4.63238,-27.656688,0
WITHDRAWAL,1637.81,C472898686,86040.01,14:7,M522750321,77590.4,Web,142.127.90.186,-88.484651,62.677102,1
TRANSFER,29054.6,C449434459,61277.81,17:16,M488267537,25970.08,Mobile,78.130.255.166,-28.242637,-113.791077,0
TRANSFER,10534.52,C852384450,37230.96,8:28,M907664053,85432.61,Mobile,156.43.157.185,-48.857985,-144.046893,0
TRANSFER,40206.34,C696291839,85630.87,23:9,M564091344,19606.32,Desktop,216.12.55.117,-0.072391,178.402237,0
WITHDRAWAL,25855.18,C873695765,78533.29,17:54,M439009547,30003.42,Web,22.111.35.186,-60.598462,-102.431763,0
TRANSFER,23832.21,C776309403,44985.48,11:23,M203403365,33465.65,Web,152.248.217.75,-28.05475,-31.766074,0
TRANSFER,43369.76,C750232313,57685.38,17:11,M313629646,64986.55,Desktop,100.93.182.140,-2.251126,85.149419,0
PAYMENT,19059.74,C407652347,63171.22,5:40,M597950004,14484.83,Desktop,117.171.166.156,-17.14091,146.546298,0
PAYMENT,8108.35,C345047145,31687.82,8:38,M436598800,29135.64,Web,111.79.237.123,50.575327,157.957141,0
WITHDRAWAL,29350.12,C583493761,16731.81,4:46,M544517369,85421.18,Mobile,179.74.250.200,36.125447,-151.176694,0
PAYMENT,19858.31,C202600029,93679.37,1:1,M168496565,47318.58,Desktop,144.205.31.36,-42.758592,-124.10123,0
WITHDRAWAL,46580.16,C518594177,22935.6,14:40,M432184213,73759.32,Mobile,43.144.224.53,-84.857167,58.877689,0
TRANSFER,43213.41,C601645174,93485.76,4:44,M680447823,54854.53,Web,55.161.162.126,23.588554,48.906409,0
WITHDRAWAL,21754.52,C786965530,53378.41,15:34,M786688228,90892.32,Mobile,216.32.123.88,-24.159002,-86.469464,0
TRANSFER,537.69,C661906534,75829.34,9:30,M975507381,13630.05,Web,12.186.246.135,80.452352,-8.255855,0
PAYMENT,38295.8,C956808156,59700.38,17:23,M414523258,79676.74,Mobile,115.235.153.121,-18.944626,-121.222982,0
WITHDRAWAL,32303.08,C989516564,22059.24,20:15,M506258874,7920.97,Web,205.214.242.166,55.363489,66.470505,0
TRANSFER,32426.37,C671170800,26882.2,2:11,M968451673,18800.06,Mobile,84.38.173.126,21.191295,-82.031713,0
WITHDRAWAL,24604.88,C444288576,15214.93,0:11,M120825650,96971.62,Mobile,82.78.42.193,-11.085006,-177.046528,0
PAYMENT,7542.68,C629977010,34191.29,15:23,M333203933,31157.67,Desktop,188.212.18.94,-75.559842,90.205049,0
PAYMENT,2811.36,C932850970,7138.47,6:57,M521359675,47014.68,Desktop,219.107.222.13,-68.04692,96.532442,0
PAYMENT,19246.05,C575625690,73761.9,14:47,M365388382,3351.03,Mobile,143.180.63.131,-19.957867,166.037003,1
TRANSFER,7938.99,C881938614,74472.46,3:16,M145296783,54957.99,Desktop,173.86.60.102,69.753524,130.91676,1
PAYMENT,48663.97,C353366389,43416.17,8:37,M779580831,1506.77,Mobile,111.212.72.12,84.390287,29.187728,0
WITHDRAWAL,23768.78,C740178067,37139.87,5:31,M266421332,8947.99,Mobile,185.168.96.248,84.537307,93.441659,0
PAYMENT,2998.16,C792107026,70132.81,4:31,M265268660,79146.62,Mobile,91.152.211.175,46.205554,109.989136,0
TRANSFER,36662.11,C122927426,37776.89,8:57,M840076530,72439.92,Mobile,134.190.122.153,-36.951373,70.933599,0
PAYMENT,28339.42,C683708118,32368.09,19:58,M473302105,46839.47,Web,51.27.145.49,-9.110844,114.990679,0
WITHDRAWAL,18361.96,C100772905,63802.61,5:56,M933135507,37904.36,Mobile,168.229.103.208,21.635516,-64.550126,0
